0.1424 39.12 0.11
0.1437 39.19 0.12
0.1441 38.84 0.16
0.1446 39.29 0.11
0.1457 39.06 0.13
0.1463 39.56 0.12
0.147 39.3 0.11
0.1519 39.16 0.11
0.1546 39.32 0.11
0.1552 39.32 0.12
0.1561 39.23 0.08
0.159 39.42 0.24
0.1599 39.35 0.11
0.1609 39.32 0.12
0.1638 39.39 0.11
0.1706 39.47 0.12
0.172 39.3 0.43
0.1727 39.5 0.11
0.1739 39.53 0.13
0.1776 40.07 0.12
0.178 39.45 0.24
0.1797 39.72 0.12
0.18 40.19 0.45
0.1801 39.64 0.12
0.181 39.68 0.23
0.1822 39.59 0.12
0.1825 39.78 0.11
0.1836 39.71 0.12
0.1858 39.82 0.12
0.186 39.71 0.19
0.1889 39.79 0.12
0.1897 39.94 0.12
0.1921 40.04 0.12
0.1943 39.96 0.13
0.1967 39.92 0.13
0.2006 39.85 0.13
0.2026 39.97 0.13
0.205 40.02 0.12
0.205 39.9 0.22
0.2109 39.98 0.12
0.2116 39.98 0.12
0.2116 40.56 0.16
0.2125 40.09 0.13
0.213 40.11 0.22
0.2146 40.2 0.12
0.215 40.38 0.19
0.2155 40.3 0.14
0.216 40.56 0.24
0.216 40.4 0.22
0.2166 40.36 0.15
0.218 40.08 0.22
0.2183 40.22 0.12
0.2186 40.2 0.12
0.2285 40.25 0.12
0.2328 40.2 0.15
0.239 40.26 0.2
0.24 40.74 0.4
0.2425 40.13 0.15
0.2444 40.2 0.12
0.2485 40.27 0.13
0.2486 40.61 0.15
0.2495 40.78 0.13
0.2507 40.75 0.12
0.2517 40.54 0.12
0.2525 40.52 0.15
0.2555 40.49 0.15
0.2565 40.61 0.16
0.2575 40.59 0.13
0.2577 40.65 0.14
0.258 40.64 0.14
0.26 40.82 0.2
0.2605 40.81 0.15
0.2606 40.52 0.14
0.263 40.63 0.13
0.2635 40.77 0.13
0.2636 40.55 0.14
0.2658 40.5 0.12
0.266 40.39 0.25
0.269 40.78 0.26
0.2704 40.67 0.15
0.271 40.53 0.22
0.2735 40.73 0.16
0.274 40.72 0.21
0.2754 40.74 0.14
0.2779 40.84 0.17
0.278 40.57 0.2
0.2789 40.77 0.13
0.2795 40.5 0.14
0.284 40.84 0.21
0.285 40.85 0.14
0.286 41.21 0.26
0.2866 41.04 0.13
0.2884 40.84 0.15
0.2912 40.84 0.15
0.2925 40.92 0.14
0.2956 41.14 0.22
0.2975 40.77 0.21
0.2984 41.06 0.22
0.2988 41.03 0.15
0.3 40.96 0.31
0.3003 40.85 0.15
0.3018 41.49 0.25
0.302 41.31 0.27
0.3024 41.03 0.13
0.3086 40.91 0.18
0.309 40.86 0.21
0.309 41.17 0.24
0.3095 41.19 0.15
0.3095 41.02 0.13
0.3129 41.01 0.14
0.314 41.23 0.24
0.3164 41.4 0.19
0.32 41.24 0.42
0.3204 41.1 0.13
0.3264 40.97 0.14
0.329 41.34 0.27
0.3305 41.23 0.16
0.3306 41.05 0.15
0.331 41.08 0.14
0.332 41.26 0.24
0.3373 41.29 0.14
0.3388 41.31 0.17
0.3396 41.08 0.23
0.34 41.08 0.23
0.34 41.21 0.23
0.3402 41.33 0.14
0.341 40.99 0.22
0.342 41.38 0.21
0.344 41.17 0.21
0.346 41.36 0.15
0.348 41.59 0.22
0.3483 41.31 0.22
0.3486 41.3 0.18
0.352 41.42 0.22
0.355 41.34 0.2
0.357 41.43 0.14
0.3575 41.33 0.2
0.3578 41.43 0.14
0.36 41.16 0.18
0.3619 41.38 0.17
0.363 41.55 0.21
0.3666 41.86 0.2
0.368 41.47 0.21
0.369 41.63 0.15
0.3709 41.67 0.15
0.374 43.19 0.92
0.379 41.58 0.2
0.3797 41.43 0.15
0.38 42.06 0.33
0.3804 41.27 0.2
0.3804 41.66 0.22
0.383 41.64 0.25
0.3873 41.89 0.19
0.388 42.21 0.47
0.3893 41.6 0.2
0.3916 41.51 0.17
0.394 41.78 0.15
0.3965 41.49 0.2
0.399 41.49 0.29
0.3996 41.73 0.21
0.4 42.31 0.48
0.401 41.94 0.33
0.401 42.55 0.37
0.401 41.7 0.23
0.4025 41.91 0.21
0.4083 41.84 0.21
0.41 41.35 0.26
0.412 41.42 0.31
0.415 41.88 0.14
0.416 41.56 0.3
0.416 42.42 0.56
0.4209 42.13 0.2
0.421 42.18 0.23
0.421 42.14 0.32
0.422 41.73 0.23
0.423 41.57 0.24
0.425 41.2 0.49
0.426 41.76 0.22
0.429 41.89 0.22
0.43 41.81 0.15
0.43 42.18 0.15
0.43 41.8 0.46
0.43 41.77 0.61
0.43 42.4 0.46
0.43 41.32 0.36
0.436 41.93 0.23
0.436 41.88 0.22
0.44 42.01 0.11
0.44 42.05 0.32
0.449 42.02 0.16
0.45 42.4 0.51
0.45 42.27 0.59
0.45 41.83 0.45
0.451 41.8 0.14
0.453 42.82 0.52
0.455 42.32 0.23
0.46 42.15 0.21
0.4607 42.07 0.18
0.4627 42.04 0.15
0.463 41.95 0.27
0.465 41.83 0.6
0.468 42.55 0.16
0.469 42.35 0.28
0.47 42.13 0.15
0.472 41.97 0.51
0.475 42.1 0.26
0.477 42.05 0.18
0.479 42.35 0.36
0.48 42.16 0.52
0.49 41.79 0.45
0.493 42.15 0.26
0.495 42.25 0.23
0.495 42.12 0.44
0.496 42.21 0.15
0.497 42.08 0.22
0.497 42.32 0.17
0.498 42.98 0.64
0.5 42.36 0.32
0.5043 42.34 0.15
0.508 42.19 0.23
0.51 41.88 0.23
0.511 42.37 0.09
0.514 42.79 0.49
0.519 43.07 0.31
0.521 42.38 0.2
0.521 42.18 0.16
0.522 42.68 0.25
0.526 42.4 0.17
0.526 41.96 0.51
0.528 42.37 0.3
0.528 42.45 0.24
0.532 42.57 0.17
0.539 42.23 0.24
0.54 42.51 0.28
0.54 42.42 0.11
0.543 42.48 0.1
0.548 42.3 0.19
0.55 42.28 0.16
0.55 44.34 1.01
0.5516 42.3 0.15
0.552 42.51 0.1
0.557 42.56 0.16
0.561 42.87 0.31
0.562 43.05 0.33
0.564 42.37 0.29
0.568 42.71 0.29
0.57 42.67 0.47
0.57 42.49 0.39
0.571 42.4 0.17
0.579 43.19 0.64
0.58 43.31 0.52
0.581 43.67 0.39
0.581 42.74 0.16
0.581 42.06 0.51
0.5817 42.67 0.16
0.582 43.16 0.33
0.583 42.4 0.29
0.591 43.21 0.31
0.592 42.58 0.17
0.592 44.15 0.72
0.599 42.74 0.38
0.603 42.65 0.28
0.604 42.53 0.16
0.61 42.9 0.16
0.612 42.81 0.28
0.613 42.62 0.26
0.613 42.99 0.17
0.615 42.54 0.56
0.619 43.06 0.25
0.62 43.01 0.17
0.62 43.23 0.39
0.623 42.51 0.24
0.6268 42.76 0.16
0.631 42.88 0.23
0.631 42.38 0.24
0.633 42.2 0.26
0.633 43.05 0.17
0.64 42.92 0.28
0.64 43.16 0.19
0.64 42.76 0.19
0.643 43.01 0.17
0.645 42.82 0.23
0.655 42.32 0.5
0.656 43.14 0.63
0.657 42.98 0.66
0.67 43.14 0.21
0.671 42.98 0.12
0.679 43.46 0.2
0.68 42.9 0.29
0.687 42.83 0.27
0.687 43. 0.29
0.688 43.05 0.17
0.691 43.09 0.25
0.695 43.21 0.21
0.698 43.77 0.43
0.707 43.28 0.26
0.71 43.02 0.18
0.711 43.57 0.37
0.721 43.18 0.19
0.73 43.28 0.19
0.735 43.09 0.2
0.74 43.29 0.2
0.741 43.72 0.22
0.75 43.24 0.14
0.752 43.3 0.21
0.756 43.81 0.19
0.763 44.47 0.9
0.772 43.51 0.22
0.78 43.6 0.17
0.781 43.44 0.32
0.791 43.58 0.2
0.799 43.38 0.23
0.8 43.71 0.22
0.81 43.37 0.21
0.811 43.4 0.21
0.812 43.65 0.38
0.815 44.07 0.73
0.816 43.69 0.46
0.817 43.65 0.21
0.818 43.39 0.27
0.821 43.64 0.19
0.8218 43.82 0.21
0.83 44.05 0.21
0.83 43.54 0.47
0.833 43.69 0.52
0.839 43.4 0.22
0.84 43.51 0.21
0.84 43.87 0.22
0.85 43.49 0.17
0.854 43.61 0.23
0.859 44.09 0.3
0.86 43.92 0.17
0.868 43.49 0.25
0.87 44.23 0.28
0.874 43.3 0.39
0.882 43.38 0.58
0.885 44.18 0.29
0.905 43.64 0.26
0.91 44.31 0.27
0.9271 43.94 0.29
0.93 43.55 0.29
0.935 43.54 0.23
0.936 43.31 0.71
0.949 43.44 0.28
0.95 43.88 0.24
0.95 43.64 0.3
0.95 43.98 0.29
0.953 44.27 0.95
0.96 43.61 0.28
0.961 44.26 0.34
0.97 44.46 0.29
0.97 42.82 0.81
0.974 43.83 0.17
0.975 44.33 0.21
0.978 43.5 0.29
0.983 44.16 0.43
1.01 44.91 0.33
1.01 44.01 0.38
1.017 44.29 0.17
1.02 44.16 0.23
1.02 44.36 0.22
1.03 44.24 0.14
1.057 44.15 0.24
1.092 44.01 0.25
1.11 44.63 0.45
1.12 44.51 0.22
1.124 44.57 0.2
1.14 44.2 0.37
1.14 44.32 0.23
1.188 44.61 0.5
1.19 44.36 0.25
1.192 44.46 0.2
1.215 45.25 0.56
1.23 45.02 0.24
1.241 44.58 0.48
1.265 44.94 0.24
1.3 45.02 0.24
1.305 44.74 0.26
1.307 45.41 0.31
1.315 44.97 0.19
1.34 45.07 0.28
1.35 44.83 0.19
1.37 45.05 0.26
1.39 44.88 0.25
1.414 44.8 0.35
